Unnamed: 0,EPA ID,Site Name,City,County,State,Street Address,Zip Code,Region,NPL Status,Partial NPL Deletion,Superfund Alternative Approach,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Construction Complete,Construction Completion Date,Non-NPL Status Category,Non-NPL Status Subcategory,Non-NPL Status,Site Status,Site Type,Site Type Subcategory,Federal Agency,Native American Interest (NAI),Indian Entity (NAI Status),HRS Score,Federal Facility Indicator,Alias/Alternative Site Name,Non-NPL Status Date,Superfund Site Profile Page URL,RCRA Handler ID - RCRA Handler Name,Latitude,Longitude
238,TXN000606848,LIBERTY METALS RECOVERY FIRE,DALLAS,DALLAS,TX,1729 N. WESTMORELAND,75212-6202,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,,No,,,No,,2008-02-28 00:00:00,,,+32.7682,-096.874
239,TXN000607270,"LITHIUM POWERES TECHNOLOGIES, INC.",MANVEL,BRAZORIA,TX,"20922 MORRIS AVE.,",,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,"Research, development, and testing facility",,No,,,No,,2011-10-27 00:00:00,,,+29.462960,-095.339939
240,TX0000605291,LITTLE BIT RAD SITE,BEAUMONT,JEFFERSON,TX,CORNER OF FORSYTHE AND SUNNYSIDE,77707,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,,2002-10-29 00:00:00,,,,
241,TXN000607116,LONDONDARY LANE ACID RELEASE,DALLAS,DALLAS,TX,8525 LONDONDARY LANE,75228,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2010-10-06 00:00:00,,,+32.802149,-096.692202
242,TX7213821831,LONE STAR ARMY AMMUNITION PLANT,TEXARKANA,BOWIE,TX,HWY 82 W,75501,R06,Final NPL,No,No,No,Yes,Yes,Yes,2002-09-24,,,,Active,Manufacturing/Processing/Maintenance,Ordnance production,Department of Defense,No,,31.85,Yes,LONE STAR ARMY AMMUNITION PLANT,1980-09-01 00:00:00,www.epa.gov/superfund/lone-star-aap,TX7213821831 - LONE STAR ARMY AMMUNITION PLANT,,
243,TXR000079046,LONESOME TRAIL PLATING,VON ORMY,BEXAR,TX,4206 LONESOME TRAIL,78073,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,,No,,2015-11-25 00:00:00,,,,
244,TX6213820529,LONGHORN ARMY AMMUNITION PLANT,KARNACK,HARRISON,TX,15600 Highway 134,75661,R06,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Ordnance production,Department of Defense,No,,39.83,Yes,"LONGHORN ARMY AMMUNITION PLANT, US ARMY LONGHORN ARMY AMMUNITION PLANT",1980-09-01 00:00:00,www.epa.gov/superfund/longhorn-army-ammo-plant,,,
245,TXN000605542,LUDELLE STREET WAREHOUSE FIRE,FORT WORTH,TARRANT,TX,2613 Ludelle Street,76105,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2017-08-18 00:00:00,,,+32.741539,-97.288386
246,TXN000622166,LYONDELL BASELL ACID  REACTOR VESSEL SPILL,LAPORTE,HARRIS,TX,1515 Miller Cut Off Road,77571,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,LYONDELL BASSELL ACID  REACTOR VESSEL SPILL,2021-07-27 00:00:00,,,+29.711255,-95.065376
247,TXD981157522,LYONDELLBASELL FIRE,HOUSTON,HARRIS,TX,12000 LAWNDALE ST AT HWY 225,77252,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,No,,,No,,2010-05-19 00:00:00,,,,
248,TXN000605651,MACDONA UNION PACIFIC TRAIN DERAILMENT,MACDONA,[Blank County],TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",,No,,,No,,2004-06-28 00:00:00,,,,
249,TXD050641463,"MACHINE AND CASTING, INC.",ODESSA,ECTOR,TX,8410 LOOP 338,79760,R06,Part of NPL Site,No,No,No,Status Unavailable,Status Unavailable,No,,,,,Active,,,,No,,,No,,[Blank Date],,,,
250,TXSFN0605147,MADISONVILLE TIRE/DRUM FIRE,MADISONVILLE,MADISON,TX,3 MILES SE OF MADISONVILLE,77864,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,,1998-10-06 00:00:00,,,,
251,TXN000607240,MAGNABLEND CHEMICAL FIRE,WAXAHACHIE,ELLIS,TX,326 N. GRAND AVE.,75165,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2011-10-04 00:00:00,,,+32.425418,-096.885488
252,TXN000605040,MAGNABLEND CHLORINE RELEASE,WAXAHACHIE,ELLIS,TX,100 W. Sterret Road,75167,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2015-06-30 00:00:00,,,32.474226,-96.833317
253,TXN000607441,MAIN STREET GROUND WATER PLUME,BURNET,BURNET,TX,COUNTY ROAD 340,78611,R06,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Other,Ground water plume site with no identifiable source,,No,,50.0,No,"BURNET GROUNDWATER, BURNET GROUNDWATER",2015-03-26 00:00:00,www.epa.gov/superfund/main-street-gw-plume,,,
254,TXD980864789,MALONE SERVICE CO - SWAN LAKE PLANT,TEXAS CITY,GALVESTON,TX,LOOP 197 S,77590,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,2018-06-29,,,,Active,Waste Management,Industrial waste facility (non-generator),Environmental Protection Agency,No,,50.0,No,"MALONE SERVICE COMPANY, INC., MALONE SERVICE CO - SWAN LAKE PLANT, MALONE SERVICE COMPANY, INC., MALONE SERVICE COMPANY, INC.",1979-11-01 00:00:00,www.epa.gov/superfund/malone,TXD027147115 - MALONE SERVICE SWAN LAKE FACILITY,,
255,TXD147111538,"MANUFACTURING SPECIALTIES, INC.",HUTCHINS,DALLAS,TX,1834 CARPENTER ROAD,75134,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2015-11-12 00:00:00,,,,
256,TXD008083404,"MANY DIVERSIFIED INTERESTS, INC.",HOUSTON,HARRIS,TX,3617 BAER STREET,77020,R06,Final NPL,Yes,No,Yes,Yes,Yes,Yes,2009-08-31,,,,Active,"Manufacturing/Processing/Maintenance, Multiple, Recycling","Metal fabrication/finishing/coating and allied industries, Other, Multiple",,No,,,No,"MANY DIVERSIFIED INTERESTS INC., MANY DIVERSIFIED INTERESTS, MANY DIVERSIFIED INTERESTS, INC., MANY DIVERSIFIED INTEREST, INC., SAN JACINTO FOUNDRY, MDI",[Blank Date],www.epa.gov/superfund/mdi,,,
257,TX0002288082,MANY DIVERSIFIED RESIDENTIAL AREAS,HOUSTON,HARRIS,TX,RESIDENTIAL AREAS,77020,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,,1998-02-04 00:00:00,,,,
258,TXN000606572,MARCUS OIL & CHEMICAL EXPLOSION,HOUSTON,[Blank County],TX,14000 MINETTA,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-12-03 00:00:00,,,29.635552,-95.503094
259,TXN000607122,MAXWELL CREEK DRUMS,MURPHY,COLLIN,TX,400 BLOCK S. MAXWELL CREEK RD.,75094,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2010-10-14 00:00:00,,,+33.005160,-096.597770
260,TXN000607066,"MAY COOPERAGE, INC.",HOUSTON,HARRIS,TX,1714 DAVIS ST.,77026,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Recycling,Drums/tanks,,No,,,No,MAY COOPERAGE INC,2010-03-03 00:00:00,,,29.776973,-95.342764
261,TXD988090189,MAYNARD DRUMS OF LAREDO,LAREDO,WEBB,TX,413 INTERAMERICA,78045,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,,2002-02-19 00:00:00,,,,
262,TXN000607155,MCC RECYCLING,PASADENA,HARRIS,TX,200 N. RICHEY STREET,77506,R06,Part of NPL Site,No,No,No,Status Unavailable,Status Unavailable,No,,,,,Active,Recycling,Waste/used oil,,No,,,No,,2017-05-11 00:00:00,,,29.682421,-95.225925
263,TXN000606817,MCKINNEY MERCURY,MCKINNEY,COLLIN,TX,INTERSECTION OF RAILROAD ST. & WATT ST.,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-08-22 00:00:00,,,+33.20084,-096.61079
264,TX0001568708,MCKINNEY METALS,MCKINNEY,COLLIN,TX,300 NORTH MCDONALD,75069,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,,1997-09-04 00:00:00,,,,
265,TX0000605400,MERCURY SPILL,SEE BROOK,HARRIS,TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2000-04-29 00:00:00,,,,
266,TXN000606668,MIDESSA GROUND WATER PLUME,MIDLAND,MIDLAND,TX,INTERSECTION OF COUNTY RD 1290 & CR 128,79706,R06,Final NPL,No,No,No,Yes,No,No,,,,,Active,Other,Contaminated sediment site with no identifiable source,,No,,50.0,No,"MIDESSA OILPATCH RV PARK, Midessa GroundWater Plume",2006-07-03 00:00:00,www.epa.gov/superfund/midessa,,,
267,TXN000605463,MIDLAND MERCURY,MIDLAND,MIDLAND,TX,1607 N. Weatherford St.,79701,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2017-04-04 00:00:00,,,32.013963,-102.075306
268,TXN000605642,MINERAL WELLS MERCURY,MINERAL WELLS,PALO PINTO,TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-04-27 00:00:00,,,,
269,TXN000607153,MINERAL WELLS MERCURY PICKUP RESPONSE,MINERAL WELLS,PALO PINTO,TX,212 SOUTH OAK AVENUE,76067,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,MINERAL WELLS MERCUY,2011-04-14 00:00:00,,,32.808461,-98.112822
270,TXN000606855,MITCHAM STREET DRUMS,MALAKOFF,HENDERSON,TX,312 W. MITCHAM ST.,75148,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2010-09-28 00:00:00,,,32.169421,-96.019393
271,TXD008041048,"MONARCH TILE MFG., INC.",MARSHALL,HARRISON,TX,333 MARSHALL STREET,75670,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,,,,No,,,No,"MONARCH TILE MFG., INC.",2012-06-21 00:00:00,,TXD008041048 - MONARCH TILE INC,,
272,TXN000607157,MONT BELVIEU EXPLOSION,MONT BELVIEU,[Blank County],TX,9602 FM 1942,77523,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2011-02-08 00:00:00,,,+29.848833,-094.899902
273,TXN000606594,MORGAN OIL GASOLINE FIRE & SPILL,NACOGDOCHES,NACOGDOCHES,TX,207 BREMONT STREET,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-12-01 00:00:00,,,+31.60353,-094.65999
274,TXN000604937,MORGAN'S POINT COLLISION,LA PORTE,HARRIS,TX,"29.679083 N, 94.979247 W",77571,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2015-06-04 00:00:00,,,,
275,TXN000607532,MORRIS MERCURY,GARLAND,DALLAS,TX,501 MORRIS DR.,75040,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2013-05-29 00:00:00,,,+32.896320,-096.638813
276,TXD980629851,"MOTCO, INC.",LA MARQUE,GALVESTON,TX,JCT HIGHWAYS 3 6 & 75,77590,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,1997-09-30,,,,Active,"Multiple, Recycling, Waste Management","Multiple, Waste/used oil, Industrial waste facility (non-generator)",,No,,,No,"MOTCO, INC, MOTCO, INC., MOTCO INC., MOTCO, INC.",1979-01-01 00:00:00,www.epa.gov/superfund/motco,,,
277,TX0001093152,MOTOR FUELS CORPORATION,LEVELLAND,HOCKLEY,TX,"HWY 114, 1 MI. W OF CITY",79336,R06,Part of NPL Site,No,No,No,Status Unavailable,Status Unavailable,No,,,,,Active,,,,No,,,No,,[Blank Date],,,,
278,TXN000605055,MUSGROVE GOLD RECOVERY,TERRELL,KAUFMAN,TX,8162 FM 2278,75160,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2015-07-06 00:00:00,,,,
279,TXN000622340,N MLK BLVD GROUNDWATER,LUBBOCK,LUBBOCK,TX,2606 N Martin Luther King Blvd,79403,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Assessment Needed or Ongoing,Additional Assessment Needed/Ongoing,SI Start Needed,Active,Other,Ground water plume site with no identifiable source,,No,,,No,,2025-02-26 00:00:00,,,+33.625277,-101.818611
280,TXN000606769,NALCO SUGARLAND TX,SUGARLAND,[Blank County],TX,7701 HIGHWAY 90-A,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,NALCO CHEMICAL COMPANY PLANT NO. 5,2007-03-27 00:00:00,,,+29.619316,-095.638803
281,TX2800024067,NASA JSC - ELLINGTON FIELD,HOUSTON,HARRIS,TX,Hwy. 3and Brantly; 12400 South Brantly,0,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",National Aeronautics and Space Administration,No,,,Yes,,2016-03-22 00:00:00,,,,
282,TXN000605317,"NASA-JOHNSON SPACE CENTER, BUILDING 319",HOUSTON,HARRIS,TX,2101 NASA Parkway,77058,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,Spill or other one-time event,National Aeronautics and Space Administration,No,,,Yes,,2017-06-22 00:00:00,,,+29.569157,-95.100967
283,TXD095211777,NATIONAL CHROMIUM CORP ODESSA IND PARK,ODESSA,ECTOR,TX,2626 STEVEN ROAD,79762,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Referred to Removal - NFRAP,Active,,,,No,,,No,,1995-10-01 00:00:00,,,,
284,TXN000607567,NATIONAL CONTAINER GROUP WAREHOUSE FIRE,HOUSTON,HARRIS,TX,13131 Almeda Road,77045,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2018-05-29 00:00:00,,,+29.617323,-95.415708
285,TXN000606679,NAVASOTA MERCURY RELEASE,NAVASOTA,GRIMES,TX,1002 Piedmont Road,77868,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2018-05-01 00:00:00,,,+30.398610,-96.087189
286,TXN000606644,NAVIGATION BOULEVARD GASOLINE SPILL,CORPUS CHRISTI,NUECES,TX,6500 BLOCK OF UP RIVER ROAD,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2006-03-28 00:00:00,,,+27.8119,-097.4544
287,TXN000622290,NEW BRAUNFELS SMOKEHOUSE AMMONIA RELEASE,NEW BRAUNFELS,COMAL,TX,441 N. Guenther Ave.,78130,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2023-06-19 00:00:00,,,+29.699385,-98.132784
288,TXN000610427,NEW PARK DRILLING FLUIDS FIRE,KENEDY,KARNES,TX,337 N. Sunset Strip St.,78119,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2018-07-05 00:00:00,,,+28.823814,-97.861188
289,TXD980745095,NEXEO SOLUTIONS,GARLAND,DALLAS,TX,3101 WOOD DR.,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2013-03-26 00:00:00,,TXD980745095 - NEXEO SOLUTIONS GARLAND,,
290,TXN000605276,NORMANGEE HG,NORMANGEE,MADISON,TX,25419 Old San Antonio Rd (OSR),77871,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Residential,,No,,,No,,2016-07-26 00:00:00,,,31.015125,-96.133877
291,TXN000605292,NORTH ANDREWS HIGHWAY GROUND WATER PLUME,ODESSA,ECTOR,TX,7311 N. Andrews Highway,79764,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,Ground water plume site with no identifiable source,,No,,,No,,2019-01-10 00:00:00,,,+31.915547,-102.396185
292,TXD980873343,NORTH CAVALCADE STREET,HOUSTON,HARRIS,TX,NE OF CAVALCADE AND MAURY/BTWN BH&T RR,77009,R06,Final NPL,No,No,No,Yes,Yes,Yes,2011-08-31,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,37.08,No,"NORTH CAVALCADE STREET, NORTH CAVALCADE STREET",1984-05-01 00:00:00,www.epa.gov/superfund/north-cavalcade,,,
293,TXN000606760,NORTH EAST 2ND STREET SITE,HAPPY,SWISHER,TX,201 NORTH GORDON STREET,79042,R06,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Other,Other,,No,,32.33,No,"ATTEBURY GRAIN STORAGE FACILITY, NORTH EAST 2ND STREET SITE, ATTEBURY GRAIN STORAGE FACILITY",2006-08-07 00:00:00,www.epa.gov/superfund/north-east-2nd-street,,,
294,TXD982759490,NORTH FORT WORTH  PLATING COMPANY,FT. WORTH,TARRANT,TX,3105 HAYES,76106,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,"Other, Manufacturing/Processing/Maintenance","Metal fabrication/finishing/coating and allied industries, Spill or other one-time event",,No,,,No,NORTH FORT WORTH PLATING COMPANY,2014-10-21 00:00:00,,,,
295,TXN000606960,NORTH TEXAS ALLERGY AND ASTHMA CENTER MERCURY SPILL,DENTON,DENTON,TX,2515 SCRIPTURE ROAD,76201,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2009-01-22 00:00:00,,,33.168116,-97.235995
296,TXN000604315,NORTH TEXAS MUNICIPAL WATER DISTRICT - WYLIE WATER TREATMENT PLANT,WYLIE,COLLIN,TX,505 E. Brown Street,75098,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,"WYLIE ACID SPILL, WYLIE ANHYDROUS AMMONIA, NORTH TEXAS MUNICIPAL WATER DISTRICT",2015-01-04 00:00:00,,,33.017139,-96.533208
297,TXN000607499,NORTHWEST ODESSA GROUNDWATER,ODESSA,ECTOR,TX,Intersection of Andrews Highway and 54th Street,79762,R06,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Other,Ground water plume site with no identifiable source,,No,,50.0,No,NORTHWEST ODESSA GROUNDWATER #1,2020-09-03 00:00:00,www.epa.gov/superfund/northwestodessagroundwater,,,
298,TXN000605575,NOVA CHEMICAL FIRE,PASADENA,HARRIS,TX,12222 PORT ROAD,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2003-06-11 00:00:00,,,+29.603620,-095.021420
299,TXN000607158,NTR METALS FIRE,DALLAS,DALLAS,TX,10720 COMPOSITE,75220,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2011-04-28 00:00:00,,,+32.857841,-096.885456
300,TXN000607563,OAK CLIFF METALS FIRE,WAXAHACHIE,ELLIS,TX,500 BROWN STREET,75167,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,,No,,,No,,2019-12-18 00:00:00,,,+32.397111,-096.841084
301,TXN000606991,OAKWOOD DERAILMENT,OAKWOOD,LEON,TX,3 MILES WEST OF OAKWOOD,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2009-05-22 00:00:00,,,+31.5197,-095.8517
302,TXN000605645,ODESSA ASBESTOS,ODESSA,ECTOR,TX,1903 W. MURPHY,79763,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,BILLY STOVALL SITE,2006-07-07 00:00:00,,,31.845715,-102.367687
303,TXD980867279,ODESSA CHROMIUM #1,ODESSA,ECTOR,TX,4318 BRAZOS AVE,79762,R06,Final NPL,No,No,No,Yes,No,Yes,1994-03-16,,,,Active,Other,Ground water plume site with no identifiable source,,No,,42.24,No,"ODESSA CHROMIUM #1, ODESSA CHROMIUM #1",1983-10-01 00:00:00,www.epa.gov/superfund/odessa-chromium-1,,,
304,TXD980697114,ODESSA CHROMIUM #2 (ANDREWS HIGHWAY),ODESSA,ECTOR,TX,5201 ANDREWS HWY,79762,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,1994-09-09,,,,Active,Other,Ground water plume site with no identifiable source,,No,,,No,"ODESSA CHROMIUM #2 (ANDREWS HIGHWAY), ANDREWS HIGHWAY, ODESSA CHROMIUM #2 (ANDREWS HGWY)",1984-10-15 00:00:00,www.epa.gov/superfund/odessa-chromium-2,,,
